,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
1186,Krrish,tt0432637,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Krrish_poster.jpg/220px-Krrish_poster.jpg,https://en.wikipedia.org/wiki/Krrish,Krrish,Krrish,0,2006,185,Action|Sci-Fi,6.3,16590,Singapore-based Dr. Siddhant Arya recruits a superhumanly powerful Indian-born man named Rohit Mehra  who was given special powers by a blue-skinned alien named Jadoo  to build a computer that can forecast the future  which results in an accident that kills Rohit. When this news reaches Rohit's mother  Sonia  in India  she passes this on to Rohit's wife  Nisha  who has just given birth to a son named Krishna. However  Nisha  unable to handle this devastating news  passes away  leaving Krishna to be brought up by Sonia. When Krishna is enrolled in school  she notices that he has the same intellectual and physical powers that his father possessed  so in order to shield him from any harm  she moves to a secluded and remote area in a mountainous region of the country  where he grows up. Years later  Krishna has matured  has acquired the same special powers that his father had  and is also able to communicate with animals. He meets with a camper named Priya and is attracted to her. When ...,Krishna is forced by circumstances to use his superpowers and become a masked superhero  Krrish  before getting drawn towards his lost legacy.,This June his era begins,Rekha|Hrithik Roshan|Priyanka Chopra|Sharat Saxena|Puneet Issar|Hemant Pandey|Manini M. Mishra|Akash Khurana|Naseeruddin Shah|Ahmed Khan|Xia Bin|Edgar Noordanus|Mithilesh Chaturvedi|Zain Khan|,13 wins & 13 nominations,23 June 2006 (India)
1187,Malamaal Weekly,tt0476805,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Malamaalweeklyposter.jpg/220px-Malamaalweeklyposter.jpg,https://en.wikipedia.org/wiki/Malamaal_Weekly,Malamaal Weekly,Malamaal Weekly,0,2006,137,Comedy|Drama|Romance,6.9,4892,Laholi is a small village in India whose inhabitants are poor  simple-minded  and are used to their lives being controlled by the dictatorial Landlord  Thakurain  and her brother  Baj Bahadur. Although Lilaram is the one with the highest educational qualifications  he is unable to secure any job. He decides to make a living selling lottery tickets  especially the Delhi-based Malamaal Weekly  but is barely able to make ends meet. Then one day he finds out that one of his lottery tickets is a winner. He concocts a scheme with his wife  which involves pawning her pet goat with the Thakurain  getting people together for a feast  so that he can get their tickets back - all in vain. Then he finds out that the only one who was absent was the town drunk  Anthony Fernandes. When he goes to Anthony's house he finds him dead  happily clutching his winning lottery ticket. When Lilaram tries to take the ticket from Anthony's hand  another villager  Balwant  happens to come by  both of them ...,Lilaram sells lottery tickets and one customer has hit the jackpot but dies of shock upon finding out that he has won. Now  Lilaram wants all the money  and so does everyone around him.,,Paresh Rawal|Om Puri|Riteish Deshmukh|Reema Sen|Rajpal Yadav|Asrani|Shakti Kapoor|Arbaaz Khan|Innocent|Sudha Chandran|Rasika Joshi|Priyanshi|Sona Nair|Bineesh Kodiyeri|,,10 March 2006 (India)
1188,Omkara (2006 film),tt0488414,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Omkarapromoposter.jpg/220px-Omkarapromoposter.jpg,https://en.wikipedia.org/wiki/Omkara_(2006_film),Omkara,Omkara,0,2006,155,Action|Crime|Drama,8.1,17594,"Advocate Raghunath Mishra has arranged the marriage of his daughter  Dolly  with Rajan  knowing fully well that Dolly loves Omkara Shukla. Before the marriage could take place  the groom's party is attacked  they flee  and Dolly is reportedly abducted. Raghunath is able to trace Dolly to Omkara  a criminal and hit-man  a verbal confrontation ensues until Politician Bhaisaab telephonically intervenes  and a crestfallen Raghunath faces the reality that Dolly was not abducted but is here with Omkara by her own free will. He warns Omkara  and departs. Shortly thereafter  Bhaisaab is shot at and wounded  announces that Omkara should stand in the next election  and as a result  Omkara appoints one of his lieutenants'  Keshav Upadhyay in his place as the 'Bahubali"". Omkara realizes that he may have blundered in having Keshav succeed him  as Keshav is unable to control his temper when under the influence of alcohol  which puts him in the bad books of Omkara. Then Omkara suspects that Keshav ...",A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.,,Ajay Devgn|Saif Ali Khan|Vivek Oberoi|Kareena Kapoor|Konkona Sen Sharma|Bipasha Basu|Naseeruddin Shah|Deepak Dobriyal|Manav Kaushik|Kamal Tiwari|,19 wins & 20 nominations,28 July 2006 (USA)
1191,Phir Hera Pheri,tt0419058,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Still-phir-hera-phir.jpg/220px-Still-phir-hera-phir.jpg,https://en.wikipedia.org/wiki/Phir_Hera_Pheri,Phir Hera Pheri,Phir Hera Pheri,0,2006,153,Comedy|Crime,6.7,13821,Baburao Raju and Shyam live a lavish lifestyle.Anuradha claims to be a bank manager and promises to double their money.Raju borrows 30 Lakh from Baburao and Shyam and without their knowledge sells the bungalow they are living for 50 Lakh.He takes 20 Lakh from a local goon Papu to mark the Crore figure.The trio soon find that Anuradha has duped them and is missing with their money.Baburao Raju and Shyam are back to live their poor lifestyle.Pappu is tortured by his boss Don Tiwari Seth as he had borrowed the money from him.Pappu traces the trio and takes then to Tiwari who gives them a deadline to return the money.As it is impossible to arrange the big amount the trio steal drugs from their neighbor Munnabahai and go to sell it to Nanjjbhai not knowing Munnabhai had looted drugs from him.,Babu Rao  Raju and Shyam  are living happily after having risen from rags to riches. Still  money brings the joy of riches and with it the greed to make more money - and so  with a don as an unknowing investor  Raju initiates a new game.,You saw them 5 years back... Raju| the risk taker... Babu Rao Apte| the one who took it... Shyam| the one who will have to pay for it! ... Yes| they are back... all of them!,Akshay Kumar|Sunil Shetty|Paresh Rawal|Bipasha Basu|Rimi Sen|Johnny Lever|Manoj Joshi|Rajpal Yadav|Sharat Saxena|Suresh Menon|Rakesh Bedi|Dinesh Hingoo|Dinesh Lamba|Atul Parchure|,2 nominations,9 June 2006 (USA)
1195,Rang De Basanti,tt0405508,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Rang_De_Basanti_poster.jpg/220px-Rang_De_Basanti_poster.jpg,https://en.wikipedia.org/wiki/Rang_De_Basanti,Rang De Basanti,Rang De Basanti,0,2006,167,Comedy|Drama,8.2,103071,Sue comes to India to make a film on Indian revolutionaries.She is helped by her friend Sonia who introduces her to her friends Karan Aslam Sukhi and their head DJ.Sonia's fiance Lt Ajay Rathod also joins the gang when in town.Their gang always gets in trouble with a political member Laxman who opposes their western culture.After many auditions Sue decides to caste DJ and his friend's in her film.She also casts Laxman in a role thus ending his feud with the gang.All things are going well until Ajay dies in plane crash but manages to save everyone on board.The state minister declares that Ajay died due to his own negligence .DJ an his friends can't take shame given to Ajay by minister and decide to fight for justice.Where things will take ugly events due to political games.,The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past  and the events that lead them to relive the long-forgotten saga of freedom.,A Generation Awakens.,Aamir Khan|Siddharth|Sharman Joshi|Kunal Kapoor|Atul Kulkarni|Alice Patten|Soha Ali Khan|Steven Mackintosh|Madhavan|Waheeda Rehman|Anupam Kher|Kiron Kher|Om Puri|Lekh Tandon|,Nominated for 1 BAFTA Film Award,26 January 2006 (USA)
1206,Taxi No. 9211,tt0476884,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Taxinumber9211.JPG/220px-Taxinumber9211.JPG,https://en.wikipedia.org/wiki/Taxi_No._9211,Taxi No. 9 2 11: Nau Do Gyarah,Taxi No. 9 2 11: Nau Do Gyarah,0,2006,116,Comedy|Drama|Thriller,7.2,8717,Raghav Shastri and Jai Mittal belong to two different strata of the society . Raghav is a hot-tempered   world-weary taxi driver who lies to his family about working as an insurance salesman . Jai is the heir to a sprawling business empire   your stereotypical spoiled rich man's son . After his father's demise   he leans that in his Late father's will   all the property and business has been transferred to Arjun Bajaj   his father's close friend . Jai challenges the will in court   saying that he possesses the original will safely sored away in a security vault . On the day of the hearing he hires Raghav's taxi to take him to the vault building   constantly nags him about driving too slowly which leads to speeding and accident . Jai gets away from the scene and reaches his destination   only to realize that he has dropped his vault key accidentally in Raghav's car . Raghav is arrested for the accident but not before he finds Jai's key . Jai is desperate to get the key from Raghav   ...,A cabbie (Patekar) and businessman (Abraham) both in need of big money partake in a two-hour adventure together.,A taxi driver and a rich man engage in a game of cat-and-mouse after a car accident.,Nana Patekar|John Abraham|Sonali Kulkarni|Sameera Reddy|Shivaji Satam|Nassar Abdulla|Kurush Deboo|Smita Jaykar|Sanjay Dutt|,1 nomination,24 February 2006 (USA)
1208,Vivah,tt0494290,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Vivah_%282006_film%29_poster.jpg/220px-Vivah_%282006_film%29_poster.jpg,https://en.wikipedia.org/wiki/Vivah,Vivah,Vivah,0,2006,160,Drama|Family|Musical,6.6,8290,After the passing away of his wife  wealthy Delhi-based businessman  Harishchandra  took it upon himself to bring up two sons  Sunil and Prem. When they grew up he got Sunil married to Bhavna  and let Prem complete his education  even let him study abroad. Soon Sunil and Bhavna gave birth to a son  Rahul. When Bhagat told him that he had found a suitable match for Prem in Poonam  the niece of Krishnakant  a fruit merchant from Madhupur  Uttar Pradesh  the family traveled there  met with Krishnakant  his wife  Rama  and daughter  Rajni  and instantly approved of Poonam. Prem and Poonam also approved of each other  the Astrologer was consulted and a marriage was scheduled to take place in six months time. Shortly thereafter the engagement took place. The two families met again in Som Sarovar  Nainital  to let everyone get acquainted  and when Prem got his first contract from Japan  Krishnakant took his family to Delhi to celebrate. With the deadline for the marriage drawing close  both ...,Poonam  a traditionally brought-up young woman  is to marry Prem  a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however  when an accident occurs and Poonam might be scarred for life.,Marriage isn't a game...,Shahid Kapoor|Amrita Rao|Anupam Kher|Alok Nath|Seema Biswas|Samir Soni|Lata Sabharwal|Manoj Joshi|Amrita Prakash|Dinesh Lamba|Ameya Pandya|Jatin Sial|Aditi Bhatia|Shreya Sharma|,1 nomination,10 November 2006 (India)
1223,Black (2005 film),tt0375611,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Black_Film.jpg/220px-Black_Film.jpg,https://en.wikipedia.org/wiki/Black_(2005_film),Black,Black,0,2005,122,Drama,8.2,31658,Based in Simla  the McNallys are an Anglo-Indian family consisting of Paul and his wife  Catherine. Both are full of joy when Catherine gives birth to a baby girl  Michelle  but their joy is short-lived when they are told that Michellle cannot see nor hear. Both attempt to bring up Michelle in their own protective way  as a result Michelle is not exposed to the real world  and becomes increasingly violent and volatile. Things only get worse when Catherine gives birth to Sara  and Paul considers admitting Michelle in an asylum. It is here that Debraj Sahai enters their lives. Through his eager involvement  Michelle blossoms  grows  gives up her violence  even gets admitted in school with normal children. The years pass by  Michelle does not succeed in getting her graduation  and it is time for Debraj to bid adieu as he is having his own health problems. 12 years later  at the age of 40  Michelle does succeed in graduating in Arts  and it is shortly thereafter she will be re-united with...,The cathartic tale of a young woman who can't see  hear or talk and the teacher who brings a ray of light into her dark world.,An unending darkness... A world of shadows... A ray of light that found its way... A teacher's dream... A student's miracle... A valiant journey... From ignorance to knowledge... From darkness to light... An extraordinary story of an ordinary life,Amitabh Bachchan|Rani Mukerji|Shernaz Patel|Ayesha Kapoor|Dhritiman Chatterjee|Sillo Mahava|Chippy Gangjee|Mahabanoo Mody-Kotwal|Salome|Kenneth Desai|Arif Shah|Bomie E. Dotiwala|Jeroo Shroff|Bomi Kapadia|,44 wins & 4 nominations,4 February 2005 (USA)
1225,Bluffmaster!,tt0476527,https://upload.wikimedia.org/wikipedia/en/1/1c/Bluffmaster%21.jpg,https://en.wikipedia.org/wiki/Bluffmaster!,Bluffmaster!,Bluffmaster!,0,2005,137,Comedy|Crime|Drama,6.6,5321,"Roy is leading a dual life . His girlfriend Simi believes he is an honest person while the reality is quite different. Roy is actually a professional conman who dupes innocent people as easily as he swats flies. When Simi comes to know of the reality  she is heartbroken and ditches Roy for ever. Roy repents but it seems like it's too late now. One day Roy bumps into Aditya ""Dittu"" Shrivastav who is an amateur conman. Dittu implores Roy to teach him the tricks of his trade  but Roy disagrees. One night  Roy collapses while crossing a road and visits Dr. Bhalerao for a medical checkup. It is revealed that Roy has a brain tumour and has very little time. He bumps into Dittu again and this time he agrees to take Dittu under his wing and teach him the basics of the art of conning. Together they zero in on a big ""fish"" - a shady hotel owner named Chandru and proceed to lure him into their master plan.",A conman Roy  gets dumped by his girl-friend. Then he finds out he has a fatal disease. On the verge of death  he resolves to do some good  by helping his apprentice Dittu hoodwink the mobster who hurt his (Dittu's) family.,Come fishing!,Abhishek Bachchan|Priyanka Chopra|Riteish Deshmukh|Nana Patekar|,3 nominations,16 December 2005 (USA)
1230,Bunty Aur Babli,tt0448206,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Bunty_Aur_Babli_poster.jpg/220px-Bunty_Aur_Babli_poster.jpg,https://en.wikipedia.org/wiki/Bunty_Aur_Babli,Bunty Aur Babli,Bunty Aur Babli,0,2005,170,Comedy|Drama|Romance,6.2,5769,"Rakesh (Abhishek Bachchan) is a man of schemes  ideas  invention and restlessness. His small town begins to feel too small for his King size plans. In another part of India crinkle nosed small town girl  Vimmi (Rani Mukerji) doesn't want to become just another young marriageable girl. In her mind she is the ""Miss India"" that the world can't get enough of. So  they decide to fly the coup. Somewhere along their individual journeys  Rakesh and Vimmi meet. And in a moment of mistaken truth  the legend of Bunty and Babli are born. And the world gets turned on its head!. We follow the duo through caper after caper  in which they are spiritual gurus; bureaucrat and secretary  gangster and moll; business partners; hen pecked husband and pregnant wife  vagabonds and caught-in-a-downpour lovers.We watch them run rings around rajahs  power brokers  shaadi bandwallahs  millionaires  investors  leaders  ministers  elephants  explorers  hoteliers  chai boys and one very very upset policeman  DCP ...",A small town pair become the legendary Bunty and Babli as caper after caper they turn the world on its head. Till they meet a very upset cop.,In this world there are two types of people...........,Abhishek Bachchan|Rani Mukerji|Amitabh Bachchan|Kiran Juneja|Lilliput|Pratima Kazmi|Prem Chopra|Puneet Issar|Raj Babbar|Rajesh Vivek|Aishwarya Rai Bachchan|Rameshwari|Ranjeet|Ravi Baswani|,9 wins & 11 nominations,27 May 2005 (India)
1251,Garam Masala (2005 film),tt0453671,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/GaramMasala_movieposter.jpg/220px-GaramMasala_movieposter.jpg,https://en.wikipedia.org/wiki/Garam_Masala_(2005_film),Garam Masala,Garam Masala,0,2005,146,Comedy|Romance,6.7,12418,Shyam and Makarand work as photographers in a commercial advertising agency. Both of them like to fool around with women  even though Makarand is engaged to be married to a doctor named Anjali. In order to outsmart each other  they two get into a competition of shooting a photograph  and Sam wins it  goes on a trip to the United States of America. Upon his return  he finds that Makarand is living a very enviable lifestyle with three of the most beautiful girls  who also work as air-hostesses. Sam meets them all  and finds out that the trio are unaware of each other  falls in love with Pooja; and begins several moves to upset Makarand lifestyle  and possibly get promoted as a Supervisor.,A rib tickling tale of two flirts who constantly flirt with women despite one of them being engaged. Chaos ensues when the fiancé finds out that her to-be groom is cheating on her.,Love is complicated,Akshay Kumar|John Abraham|Paresh Rawal|Rimi Sen|Neetu Chandra|Nargis Bagheri|Daisy Bopanna|Rajpal Yadav|Asrani|Lakshmi Pandit|Neha Dhupia|Manoj Joshi|,1 win & 4 nominations,3 November 2005 (India)
1252,Iqbal (film),tt0453729,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Iqbal_poster.jpg/220px-Iqbal_poster.jpg,https://en.wikipedia.org/wiki/Iqbal_(film),Iqbal,Iqbal,0,2005,132,Drama|Sport,8.1,14864,India - a Nation obsessed with cricket - and it is not very often one comes across anyone who loathes cricket as much as farmer Anwar Khan  who feels that it is a waste of time watching some grown men playing  not only getting paid  but costing the nation millions of lost work hours. His family  especially his wife  Saida  does not quite agree with him. As a matter of fact  she broke water when watching a cricket match with a TV set perched on a branch of a tree with almost the entire village in attendance. This is how Iqbal was born  followed by the birth of his sister  Khadija. Iqbal  though deaf and dumb  shared his mother's and sister's passion for cricket  he would tend to the buffaloes  who though all female  had been named after male cricketers  including Kapil Dev. While tending to them  he would stop and watch youngsters being trained by the renowned Guruji. When Guruji finds out about Iqbal's interest in the game  he recruits him  but lets him go when a dispute flares up ...,Iqbal  the deaf and mute son of a farmer  has a passion for the game of cricket and seeks the tutelage of a washed-up  alcoholic ex-player.,,Shreyas Talpade|Naseeruddin Shah|Shweta Basu Prasad|Yatin Karyekar|Prateeksha Lonkar|Girish Karnad|Dilip Salgaonkar|Jyoti Joshi|Aadarsh Balakrishna|Gururaj Manepalli|Rajita Joshi|Srikanth Chitrao|Vikram Inamdar|Elahe Hiptoola|,9 wins & 13 nominations,20 January 2006 (USA)
1254,Hazaaron Khwaishein Aisi,tt0411469,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Hazaaron_Khwaishein_Aisi_Official_Poster.jpg/220px-Hazaaron_Khwaishein_Aisi_Official_Poster.jpg,https://en.wikipedia.org/wiki/Hazaaron_Khwaishein_Aisi,Hazaaron Khwaishein Aisi,Hazaaron Khwaishein Aisi,0,2003,120,Drama,7.9,4413,Geeta Rao has two admirers - one is Siddharth Tyabji and the other is Vikram Malhotra circa 1969 West Bengal that is witnessing it's struggle against the ruling Congress party  joining forces with left-wing Marxist and Communist parties. While Siddharth is directly involved in this struggle  Geeta and Vikram are romantically involved. When Vikram does not make any move toward marriage  despite of being introduced to Geeta's Madras-based family  she decides to give up on him  and he starts his romance with another young woman. While students continue to voice their disapproval of Prime Minister Indira Gandhi  the Allahabad High Court gives a judgment indicting her for several offenses under the Representation of People Act. Mrs. Gandhi then uses her powers to clamp Emergency  taking away all powers of the judiciary  giving police virtually unlimited powers to the Police to detain anyone under the National Security Act  imprisoning leaders of all political parties  empowering her son  ...,Set in the backdrop of Indian Emergency 1975  the story revolves around 3 friends whose lives changes drastically after the turn of events.,A clash between idealism and realism,Kay Kay Menon|Shiney Ahuja|Chitrangda Singh|Ram Kapoor|Saurabh Shukla|Yashpal Sharma|Jasbir Malik|Sohrab Ardeshir|Aditya Bhattacharya|Arif Zakaria|Anupam Shyam|Sandeep Kulkarni|Akhil Mishra|Yusuf Hussain|,3 wins & 6 nominations,15 April 2005 (India)
1258,Kaal (2005 film),tt0415908,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Kaalposter.jpg/220px-Kaalposter.jpg,https://en.wikipedia.org/wiki/Kaal_(2005_film),Kaal,Kaal,0,2005,126,Adventure|Horror|Mystery,4.6,4432,In Orbit Park  India; two British nationals are killed by a fierce man-eating tiger  followed by a few other incidents  all related to the death of human-beings. Two months later  National Geographic researcher  Krish Thapar and his photographer wife  Riya  decides to take a trip to the park to investigate on these incidents. On their way; they are introduced to five other hunters  Dev Malhotra  his girlfriend  Ishika  Vishal  Sajid and Bagga. The two groups join each other and are soon guided by Kaali Pratap Singh; little realizing that Kaali is a wrecked soul determined to take them down one after the other.,A tiger expert  his wife  two tourists and a village chief engage in a battle for survival against supernatural beasts within Jim Corbett National Wildlife Park.,Time to die,Ajay Devgn|Vivek Oberoi|John Abraham|Lara Dutta|Esha Deol|Parmeet Sethi|Vishal Malhotra|Kushal Punjabi|Vineet Sharma|Daya Shankar Pandey|Vinod Jaywant|Raajan Anand|Vijay Joshi|Gopal Babel|,2 nominations,29 April 2005 (USA)
1275,Mangal Pandey: The Rising,tt0346457,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Mangal_Pandey_movie_poster.jpg/220px-Mangal_Pandey_movie_poster.jpg,https://en.wikipedia.org/wiki/Mangal_Pandey:_The_Rising,Mangal Pandey: The Rising,Mangal Pandey: The Rising,0,2005,150,Biography|Drama|History,6.6,8873,Mangal Pandey - The Rising is an epic tale of friendship  betrayal  love and sacrifice set against the backdrop of what the British called the sepoy mutiny but which for the Indians was the First War of Independence. 'Company Raj' as it was known  had been plundering the country  treating the locals unjustly and causing widespread resentment. During a fierce battle in one of the Afgan wars that the Company fought in the mid-century  Mangal Pandey  the heroic sepoy  saves the life of his British commanding officer William Gordon. Gordon is indebted to Mangal and a strong friendship develops between them  transcending consideration of rank and race. The friendship is soon challenged by the introduction of a new rifle called the Enfield . The new rifle has come with a new cartridge which is rumored to be coated with the grease of cow and pig fat. The new cartridge has to be bitten before it is loaded  which ignites anger and resentment among the Indian sepoys. The cow is sacred to the ...,This is a film about the leader of the 1857 mutiny and his fight against the British rule.,An epic tale of friendship| love| loss and betrayal,Aamir Khan|Rani Mukerji|Toby Stephens|Coral Beed|Ameesha Patel|Kiron Kher|Om Puri|Ben Nealon|Habib Tanvir|Varsha Usgaonkar|Kenneth Cranham|Tom Alter|Mukesh Tiwari|Shahbaaz Khan|,1 win & 5 nominations,12 August 2005 (India)
1282,No Entry,tt0451833,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/No_Entry.png/220px-No_Entry.png,https://en.wikipedia.org/wiki/No_Entry,No Entry,No Entry,0,2005,158,Comedy|Drama|Musical,6.6,9807,Kishen is a newspaper baron married to Kaajal  a housewife who suspects her husband of having numerous non-existent affairs. Pooja is the believing wife of ever-philandering globe-trotting businessman Prem. Kishen and Prem are thick pals. Sanjana falls in love with Prem's loyal photographer Sunny and they get engaged. Kishen gets tired of his jealous wife and tries to have an affair with Bobby  a call girl. Due to circumstances  Bobby is introduced as the wife of Kishen during Sanjana's wedding  and as Sunny's wife to Kaajal. It becomes a bundle of confusions when all three couples meet.,Kishen is a newspaper baron married to Kaajal  a housewife who suspects her husband of having numerous non-existent affairs. Pooja is the believing wife of ever-philandering globe-trotting ...                    ,,Anil Kapoor|Fardeen Khan|Salman Khan|Bipasha Basu|Lara Dutta|Celina Jaitly|Esha Deol|Boman Irani|Paresh Ganatra|,8 nominations,26 August 2005 (India)
1284,Page 3 (film),tt0443708,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Page_3_poster.jpg/220px-Page_3_poster.jpg,https://en.wikipedia.org/wiki/Page_3_(film),Page 3,Page 3,0,2005,139,Drama,7.3,6474,Madhavi is a newspaper journalist in Mumbai whose task is to fill the Page 3 column. Her job consists of attending parties among the socialite and small-time celebrity circle and reporting on it. Her roommates are Pearl  an air-hostess who wants to marry a rich man and settle down to a life of comfort; and Gayatri  a struggling actress. Gayatri is seduced by a leading married actor Rohit Kumar. When she finds out that she is pregnant  he advises her to abort the baby. Dejected  Gayatri tries to commit suicide but Madhavi and Pearl save her. She loses the baby and leaves Mumbai. Madhavi's job of interacting with shallow high-society people is depressing her. She wants to do some substantial reporting for a change  so she is assigned to the Crime beat alongwith veteran reporter Vinayak Mane.,A look at Mumbai's socialite party circle world through the eyes of a Page 3 journalist.,The inside story,Konkona Sen Sharma|Atul Kulkarni|Sandhya Mridul|Tara Sharma|Boman Irani|Bikram Saluja|Upendra Limaye|Jai Kalra|Soni Razdan|Anju Mahendru|Suchitra Pillai|Kunickaa Sadanand|Navni Parihar|Madan Jain|,5 wins & 11 nominations,21 January 2005 (India)
1286,Parineeta (2005 film),tt0437407,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Parineetaposter.jpg/220px-Parineetaposter.jpg,https://en.wikipedia.org/wiki/Parineeta_(2005_film),Parineeta,Parineeta,0,2005,130,Drama|Musical|Romance,7.2,8447,Circa 1962 in Calcutta  India  live three neighboring families in a upper middle-class area. Gurcharan lives in a palatial home (Haveli) with his wife  and two beautiful daughters  Lolita and Koyal. He is retired unable to find suitable work and must live off of his savings  ends up mortgaging his house with his neighbor  Navinchandra Roy  and hopes to get his daughters married within his means; there is Charu Sharma  who lives with her brother and sister-in-law  who has a wealthy brother  Girish  who lives in Britain. And finally there are the Roys - Navinchandra  a hard-nosed businessman  who will never undertake anything unless there is a high level of profit for him  his son  Shekhar  who he hopes to groom after himself  and his quiet  devout wife. Navin realizes Gurcharan's plight and offers Lolita a job at his office in order to enable the family to survive. Shekhar and Lolita are attracted to each other  but Navin does not approve of this  as he wants Shekhar to get married to ...,The lifelong romance between Lolita (Balan) and Shekar (Khan) is upset by the arrival of another man.,,Saif Ali Khan|Vidya Balan|Sanjay Dutt|Dia Mirza|Raima Sen|Sabyasachi Chakrabarty|Ninad Kamat|Achyut Potdar|Rekha|Surinder Kaur|Kumkum Bhattacharya|Supriya Shukla|Smita Malhotra|Rajesh Sharma|,14 wins & 32 nominations,10 June 2005 (India)
1288,Paheli,tt0451850,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Paheli_movieposter.jpg/220px-Paheli_movieposter.jpg,https://en.wikipedia.org/wiki/Paheli,Paheli,Paheli,0,2005,140,Drama|Fantasy|Romance,6.5,11820,Parsimonious Bhanwarlal is a Bania (businessman) who lives in Navalgarh  Rajasthan  along with his wife; his sons Sunderlal and Kishanlal; Sunderlal is married to Gajrobai and has a son. During the annual camel race  Sunderlal loses the race to the Thakur and out of shame leaves home  never to return. Now Kishanlal has come of age and is married to Lachchi. But on the very next day of the marriage  he must leave for Jamnagar to expand business  and can return only after 5 years. A tearful Lachchi bids him goodbye  but to her pleasant surprise he returns within a few days  and informs his dad that he met a holy sage who had instructed him to return as he will find five gold coins every morning. Pleased with this  Bhanwarlal does not object to Kishanlal's return. After four years  it is now time for the camel race again  and this time Bhanwarlal's camel wins  much to the chagrin of the Thakur who suspects witchcraft. Then Lachchi gets pregnant and on the day of the child's birth the ...,A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.,A folktale... a story of eternal love... of precious moments... of a woman and her dreams...,Shah Rukh Khan|Rani Mukerji|Anupam Kher|Naseeruddin Shah|Ratna Pathak Shah|Amitabh Bachchan|Sunil Shetty|Juhi Chawla|Dilip Prabhavalkar|Nina Kulkarni|Padma Rani|Sharvari Jamenis|Rajpal Yadav|Aditi Govitrikar|,5 wins & 12 nominations,24 June 2005 (India)
1291,Salaam Namaste,tt0456165,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Salaam_Namaste_poster.jpg/220px-Salaam_Namaste_poster.jpg,https://en.wikipedia.org/wiki/Salaam_Namaste,Salaam Namaste,Salaam Namaste,0,2005,158,Comedy|Drama|Romance,6.2,6230,Falling in love. It's very easy to do. Being in love - now that's the tough part. Nick (Saif Ali Khan) - He's a chef. Ambar (Preity Zinta) - She's a Radio Jockey. They're young  they're cool  they're independent -and together they make the PERFECT pair. Or do they? Surrounded by quirky friends  bosses and landlords but far away from home. Nick and Ambar take a huge leap of faith as they decide to move in together. And now they must tiptoe towards getting to know each other? They are attracted to each other - but they fight. They live together  but as friends  in different rooms. They're in a relationship - but then again they're not. They seem to want the same things  but it seems that they have very little in common. Between all this chaos  they find out that Ambar is pregnant. Nick doesn't want the baby. How the two handle this dilemma is what will decide the direction this relationship will take and be the real test of their love. So are they really made for each other? Are they ...,A quirky take on life and relationships as it looks at a fairy tale with a bit of a squint and an endearing look at what being in love really means.,Let's get to know each other,Saif Ali Khan|Preity Zinta|Arshad Warsi|Javed Jaffrey|Jugal Hansraj|Tania Zaetta|Kunal Vijaykar|Ravi Khote|Kavita Kapoor|Maria Goretti|Siddhant Ashar|Zeke Zidaan|Azaan Ali Khan|Padam Bhushan|,1 win & 9 nominations,9 September 2005 (India)
